State_Name,City,Zip_Code,Lat,Lon,Mean,Median,Stdev
Minnesota,Minneapolis,55412,45.0360622,-93.3059772,47436,35458,43472
Minnesota,Minneapolis,55418,45.009566299999996,-93.2422522,53816,51586,43345
Minnesota,Minneapolis,55411,44.9862752,-93.2927796,35087,17475,46826
Minnesota,Minneapolis,55403,44.9705652,-93.28406149999999,68231,57812,60667
Minnesota,Minneapolis,55405,44.956132000000004,-93.29936090000001,108808,83177,82601
Minnesota,Minneapolis,55406,44.94233870000001,-93.22853740000001,51716,40787,44683
Minnesota,Minneapolis,55411,44.930499600000005,-93.2710511,66103,53023,45437
Minnesota,Minneapolis,55419,44.9080472,-93.29417509999999,130034,124867,73361
Minnesota,Minneapolis,55404,44.953909499999995,-93.2672902,28311,17690,33241
Illinois,Chicago,60608,41.837551,-87.681844,67450,48321,62043
Illinois,Chicago,60640,41.96514129999999,-87.67657750000001,78469,62188,62047
Illinois,Chicago,60625,41.9782333,-87.7164527,76843,65824,55873
Illinois,Chicago,60607,41.8852863,-87.657249,122887,125702,79290
Illinois,Chicago,60621,41.7906903,-87.6450334,30211,22564,30534
Illinois,Chicago,60609,41.8201664,-87.6214989,35542,19340,39270
Illinois,Chicago,60624,41.8818831,-87.7061362,43069,37367,37513
Illinois,Chicago,60612,41.8678233,-87.70082359999999,18778,11398,19417
Illinois,Chicago,60609,41.8273459,-87.648454,70007,61126,56573
Illinois,Chicago,60608,41.8555618,-87.68334200000001,40683,32616,30517
Illinois,Chicago,60610,41.9051041,-87.65015129999999,102681,97367,74517
Illinois,Chicago,60608,41.8637638,-87.69255030000001,45865,36604,41020
Illinois,Chicago,60645,42.0091482,-87.6786204,68064,58498,51180
Illinois,Chicago,60659,41.9868915,-87.7036897,92855,72810,66589
Illinois,Chicago,60660,41.9944414,-87.66523000000001,84568,64803,70683
Illinois,Chicago,60640,41.9804694,-87.6509792,53515,36593,50139
Illinois,Chicago,60640,41.9654466,-87.6631954,63617,39066,65174
Illinois,Chicago,60640,41.966833799999996,-87.6840181,89167,71369,70857
Illinois,Chicago,60618,41.9450095,-87.68092790000001,123393,109819,78392
Illinois,Chicago,60613,41.950673200000004,-87.66653640000001,130979,117215,77528
Illinois,Chicago,60657,41.9431822,-87.6358414,82714,58437,69098
Illinois,Chicago,60613,41.936237,-87.6564113,131655,127212,75221
Illinois,Chicago,60614,41.926811,-87.6426051,62394,54244,53392
Illinois,Chicago,60614,41.9217794,-87.6414578,116013,102149,81570
Illinois,Chicago,60610,41.9074122,-87.6409015,79682,23660,87549
Illinois,Chicago,60610,41.892106299999995,-87.62887370000001,120266,99761,85848
Illinois,Chicago,60631,41.9889687,-87.8180411,98276,88435,64607
Illinois,Chicago,60646,42.0019817,-87.77500649999999,119803,111554,74458
Illinois,Chicago,60625,41.9725485,-87.72378909999999,66802,56346,51238
Illinois,Chicago,60630,41.9645676,-87.77226479999999,75449,59734,61857
Illinois,Chicago,60634,41.942169,-87.7714953,65324,54001,51333
Illinois,Chicago,60618,41.9502131,-87.7128146,76742,56994,56402
Illinois,Chicago,60634,41.9500779,-87.8288957,75500,72648,47707
Illinois,Chicago,60639,41.9349864,-87.7614635,57933,44634,48863
Illinois,Chicago,60626,42.0160077,-87.68014840000001,57338,42875,49435
Illinois,Chicago,60626,42.0064109,-87.6588157,47754,51499,27633
Illinois,Chicago,60626,42.006277399999995,-87.667683,116118,74545,90894
Illinois,Chicago,60645,42.015721,-87.6871169,50542,33813,54595
Illinois,Chicago,60645,42.0085406,-87.6949634,77532,61086,64622
Illinois,Chicago,60645,42.0008746,-87.7018025,69070,44179,57595
Illinois,Chicago,60659,41.9941256,-87.7048939,70606,63211,50478
Illinois,Chicago,60659,41.995057700000004,-87.6864264,43841,30425,33363
Illinois,Chicago,60639,41.9196293,-87.75097629999999,49627,44179,34873
Illinois,Chicago,60660,41.9930264,-87.6550225,57043,55186,42792
Illinois,Chicago,60660,41.9943875,-87.6725348,57785,42539,54835
Illinois,Chicago,60660,41.98547620000001,-87.65839790000001,41430,28841,46332
Illinois,Chicago,60640,41.9788748,-87.6578708,65616,57997,46663
Illinois,Chicago,60640,41.9797951,-87.6714454,115255,75444,77855
Illinois,Chicago,60640,41.9727092,-87.657341,60976,30684,66825
Illinois,Chicago,60613,41.9584475,-87.6424095,78898,60447,54144
Illinois,Chicago,60640,41.9654466,-87.6631954,53591,31167,54585
Illinois,Chicago,60660,41.985480700000004,-87.68299549999999,95680,72041,76175
Illinois,Chicago,60625,41.9798549,-87.694096,44689,39558,37765
Illinois,Chicago,60641,41.935745000000004,-87.7303057,51943,38893,42402
Illinois,Chicago,60625,41.972545000000004,-87.678818,104578,83590,73866
Illinois,Chicago,60625,41.9631612,-87.6922993,79554,63397,52685
Illinois,Chicago,60618,41.957678,-87.6915186,94076,69570,72116
Illinois,Chicago,60618,41.9450095,-87.68092790000001,123393,109819,78392
Illinois,Chicago,60613,41.9575311,-87.6666112,124846,91100,90750
Illinois,Chicago,60613,41.95272,-87.6605008,68114,32865,78579
Illinois,Chicago,60613,41.9491398,-87.65680350000001,109775,89940,71995
Illinois,Chicago,60657,41.9431822,-87.6358414,97705,88226,64221
Illinois,Chicago,60657,41.9415556,-87.6662882,132775,122268,86263
Illinois,Chicago,60613,41.936237,-87.6564113,139986,300000,84179
Illinois,Chicago,60647,41.928396500000005,-87.70491109999999,81319,66598,59013
Illinois,Chicago,60657,41.938923100000004,-87.63467259999999,125803,117138,84707
